level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
2,당근,ニンジン,examples.tl,5,ジュース作り,아침마다 당근 주스를 만들어 마셔요.,아침마다 당근 주스를 만들어 마셔요.,,same_as_korean,11
2,당근,ニンジン,examples.tl,6,野菜炒め,당근을 얇게 썰어서 기름에 볶으면 맛있어요.,당근을 얇게 썰어서 기름에 볶으면 맛있어요.,,same_as_korean,11
2,당근,ニンジン,examples.tl,7,冷蔵庫の整理整頓,냉장고에 당근이 몇 개 남아 있어서 국에 넣었어요.,냉장고에 당근이 몇 개 남아 있어서 국에 넣었어요.,,same_as_korean,11
2,당근,ニンジン,examples.tl,8,ウサギに餌をやる,토끼가 당근을 정말 좋아해요.,토끼가 당근을 정말 좋아해요.,,same_as_korean,11
2,당근,ニンジン,examples.tl,9,サラダ作り,샐러드에 당근을 채 썰어서 넣었어요.,샐러드에 당근을 채 썰어서 넣었어요.,,same_as_korean,11
2,당신,あなた（正式な）,example_tl,,歌詞,당신을 사랑한다는 말을 하고 싶어요.,당신을 사랑한다는 말을 하고 싶어요.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,1,歌詞,당신을 사랑한다는 말을 하고 싶어요.,당신을 사랑한다는 말을 하고 싶어요.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,10,ご依頼の際は,당신만이 이 일을 해결할 수 있어요.,당신만이 이 일을 해결할 수 있어요.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,2,正式な手紙,당신의 노력에 진심으로 감사드립니다.,당신의 노력에 진심으로 감사드립니다.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,3,夫婦の会話,당신이 없으면 저는 어떻게 살아요.,당신이 없으면 저는 어떻게 살아요.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,4,公式発表,당신의 의견이 우리 회사에 큰 도움이 됩니다.,당신의 의견이 우리 회사에 큰 도움이 됩니다.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,5,広告コピー,당신의 건강을 위해 이 제품을 추천합니다.,당신의 건강을 위해 이 제품을 추천합니다.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,6,詩を読む,당신은 나의 전부예요.,당신은 나의 전부예요.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,8,感謝の気持ちを伝える,당신 덕분에 큰 어려움을 이겨낼 수 있었어요.,당신 덕분에 큰 어려움을 이겨낼 수 있었어요.,,same_as_korean,10
2,당신,あなた（正式な）,examples.tl,9,公式イベント,오늘 이 자리에 당신을 초대하게 되어 영광입니다.,오늘 이 자리에 당신을 초대하게 되어 영광입니다.,,same_as_korean,10
2,대,対、約、大きい,example_tl,,試合結果の発表,오늘 경기는 한국 대 일본이에요.,오늘 경기는 한국 대 일본이에요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,1,試合結果の発表,오늘 경기는 한국 대 일본이에요.,오늘 경기는 한국 대 일본이에요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,10,分析プレゼンテーション,비용 대 효과를 꼼꼼히 따져 봐야 해요.,비용 대 효과를 꼼꼼히 따져 봐야 해요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,2,比率の説明,학생 대 선생님의 비율이 30 대 1이에요.,학생 대 선생님의 비율이 30 대 1이에요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,3,会議の議題,환경 문제에 대한 의견을 나눠 봐요.,환경 문제에 대한 의견을 나눠 봐요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,4,スポーツ中継,한국 대 브라질 월드컵 경기를 시청했어요.,한국 대 브라질 월드컵 경기를 시청했어요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,5,サイズの選択,"이 셔츠는 소, 중, 대 세 가지 사이즈가 있어요.","이 셔츠는 소, 중, 대 세 가지 사이즈가 있어요.",,same_as_korean,11
2,대,対、約、大きい,examples.tl,6,比較説明,찬성 대 반대가 거의 비슷해요.,찬성 대 반대가 거의 비슷해요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,7,今後のスポーツイベント,내일 축구 한국 대 독일전을 꼭 봐야 해요.,내일 축구 한국 대 독일전을 꼭 봐야 해요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,8,ご注文時,짜장면 대자로 하나 주세요.,짜장면 대자로 하나 주세요.,,same_as_korean,11
2,대,対、約、大きい,examples.tl,9,統計プレゼンテーション,남성 대 여성의 비율을 조사했어요.,남성 대 여성의 비율을 조사했어요.,,same_as_korean,11
2,대답,答え、応答,example_tl,,授業時間,선생님의 질문에 자신 있게 대답을 했어요.,선생님의 질문에 자신 있게 대답을 했어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,1,授業時間,선생님의 질문에 자신 있게 대답을 했어요.,선생님의 질문에 자신 있게 대답을 했어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,10,親と子供たち,아버지의 질문에 정직한 대답을 드렸어요.,아버지의 질문에 정직한 대답을 드렸어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,2,面接の準備,면접에서 좋은 대답을 하려고 많이 연습했어요.,면접에서 좋은 대답을 하려고 많이 연습했어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,3,子どもとの会話,아이가 엄마 말에 대답을 하지 않아서 화가 났어요.,아이가 엄마 말에 대답을 하지 않아서 화가 났어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,4,クイズに参加する,퀴즈에서 정확한 대답을 해서 상품을 받았어요.,퀴즈에서 정확한 대답을 해서 상품을 받았어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,5,電話,전화를 했는데 대답이 없어서 다시 걸었어요.,전화를 했는데 대답이 없어서 다시 걸었어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,6,試験勉強,이 문제의 대답을 모르겠어서 선생님께 여쭤봤어요.,이 문제의 대답을 모르겠어서 선생님께 여쭤봤어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,7,正直な会話,그 사람의 대답이 너무 솔직해서 놀랐어요.,그 사람의 대답이 너무 솔직해서 놀랐어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,8,カウンセリング時間,상담사의 대답이 큰 도움이 되었어요.,상담사의 대답이 큰 도움이 되었어요.,,same_as_korean,11
2,대답,答え、応答,examples.tl,9,アンケート回答,설문지의 모든 항목에 대답을 완성했어요.,설문지의 모든 항목에 대답을 완성했어요.,,same_as_korean,11
2,대답하다,答える、返事する,example_tl,,授業中のプレゼンテーション,선생님이 물어보셔서 큰 소리로 대답했어요.,선생님이 물어보셔서 큰 소리로 대답했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,1,授業中のプレゼンテーション,선생님이 물어보셔서 큰 소리로 대답했어요.,선생님이 물어보셔서 큰 소리로 대답했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,10,不快な質問,개인적인 질문이라 대답하기 싫었어요.,개인적인 질문이라 대답하기 싫었어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,2,面接の様子,면접관의 질문에 차분하게 대답했어요.,면접관의 질문에 차분하게 대답했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,3,電話に出る,전화가 왔을 때 바로 대답하지 못했어요.,전화가 왔을 때 바로 대답하지 못했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,4,名前を呼ぶとき,선생님이 이름을 부르자 '네'라고 대답했어요.,선생님이 이름을 부르자 '네'라고 대답했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,5,不明な問題,어려운 질문이라 자신 없게 대답했어요.,어려운 질문이라 자신 없게 대답했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,6,警察の捜査,경찰관의 질문에 솔직하게 대답해야 해요.,경찰관의 질문에 솔직하게 대답해야 해요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,7,保護者との会話,엄마가 어디 갔다 왔냐고 물어서 대답했어요.,엄마가 어디 갔다 왔냐고 물어서 대답했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,8,試験問題を解く,시험지에 모든 질문에 대답했어요.,시험지에 모든 질문에 대답했어요.,,same_as_korean,11
2,대답하다,答える、返事する,examples.tl,9,見知らぬ人の質問,길을 묻는 사람에게 친절하게 대답해 줬어요.,길을 묻는 사람에게 친절하게 대답해 줬어요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,example_tl,,統計の説明,학생들 대부분이 시험을 잘 봤어요.,학생들 대부분이 시험을 잘 봤어요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,1,統計の説明,학생들 대부분이 시험을 잘 봤어요.,학생들 대부분이 시험을 잘 봤어요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,10,音楽の好み,저는 음악을 들을 때 대부분 팝송을 들어요.,저는 음악을 들을 때 대부분 팝송을 들어요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,2,日常生活,저는 대부분의 시간을 집에서 보내요.,저는 대부분의 시간을 집에서 보내요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,3,食べ物の好み,우리 반 학생들은 대부분 떡볶이를 좋아해요.,우리 반 학생들은 대부분 떡볶이를 좋아해요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,4,スケジュールの話,주말에는 대부분 친구들을 만나요.,주말에는 대부분 친구들을 만나요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,5,調査結果,응답자 대부분이 건강에 관심이 있다고 했어요.,응답자 대부분이 건강에 관심이 있다고 했어요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,6,生活習慣,그 사람은 대부분의 일을 혼자 해요.,그 사람은 대부분의 일을 혼자 해요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,7,買い物の話,요즘 사람들은 대부분 온라인으로 쇼핑해요.,요즘 사람들은 대부분 온라인으로 쇼핑해요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,8,天気の話,이번 주는 대부분 맑은 날씨가 예상돼요.,이번 주는 대부분 맑은 날씨가 예상돼요.,,same_as_korean,11
2,대부분,ほとんど、ほとんど,examples.tl,9,ジョブ統計,우리 동네에는 대부분 회사원들이 살아요.,우리 동네에는 대부분 회사원들이 살아요.,,same_as_korean,11
2,대사관,大使館,example_tl,,ビザ申請,미국 비자를 받으려면 대사관에 가야 해요.,미국 비자를 받으려면 대사관에 가야 해요.,,same_as_korean,11
2,대사관,大使館,examples.tl,1,ビザ申請,미국 비자를 받으려면 대사관에 가야 해요.,미국 비자를 받으려면 대사관에 가야 해요.,,same_as_korean,11
2,대사관,大使館,examples.tl,10,外交官について話す,대사관에서 일하는 사람을 외교관이라고 해요.,대사관에서 일하는 사람을 외교관이라고 해요.,,same_as_korean,11
2,대사관,大使館,examples.tl,2,パスポート紛失,해외에서 여권을 잃어버리면 대사관에 연락하세요.,해외에서 여권을 잃어버리면 대사관에 연락하세요.,,same_as_korean,11
2,대사관,大使館,examples.tl,3,外交について話す,서울에는 여러 나라의 대사관이 있어요.,서울에는 여러 나라의 대사관이 있어요.,,same_as_korean,11
2,대사관,大使館,examples.tl,4,留学準備,유학 정보를 얻으려고 미국 대사관 홈페이지를 방문했어요.,유학 정보를 얻으려고 미국 대사관 홈페이지를 방문했어요.,,same_as_korean,11
2,대사관,大使館,examples.tl,5,緊急事態,해외에서 사고가 생기면 한국 대사관에 도움을 요청할 수 있어요.,해외에서 사고가 생기면 한국 대사관에 도움을 요청할 수 있어요.,,same_as_korean,11
2,대사관,大使館,examples.tl,6,外国人登録,한국에서 오래 살려면 외국인은 관련 기관에 등록해야 해요.,한국에서 오래 살려면 외국인은 관련 기관에 등록해야 해요.,,same_as_korean,11
2,대사관,大使館,examples.tl,7,観光情報の収集,여행 전에 그 나라 대사관에서 안전 정보를 확인했어요.,여행 전에 그 나라 대사관에서 안전 정보를 확인했어요.,,same_as_korean,11
2,대사관,大使館,examples.tl,8,ビザ拒否後,비자가 거절되어서 대사관에 이의를 신청했어요.,비자가 거절되어서 대사관에 이의를 신청했어요.,,same_as_korean,11
2,대사관,大使館,examples.tl,9,国際イベント,대사관 주최로 한국 문화 행사가 열렸어요.,대사관 주최로 한국 문화 행사가 열렸어요.,,same_as_korean,11
2,대학,大学、カレッジ,example_tl,,大学カウンセリング,어떤 대학에 가고 싶은지 아직 결정 못 했어요.,어떤 대학에 가고 싶은지 아직 결정 못 했어요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,1,大学カウンセリング,어떤 대학에 가고 싶은지 아직 결정 못 했어요.,어떤 대학에 가고 싶은지 아직 결정 못 했어요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,10,キャリアの選択,대학에서 무엇을 전공할지 고민하고 있어요.,대학에서 무엇을 전공할지 고민하고 있어요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,2,入学準備,대학 입학 시험을 준비하느라 바빠요.,대학 입학 시험을 준비하느라 바빠요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,3,友達の紹介,우리는 같은 대학을 다닌 친구예요.,우리는 같은 대학을 다닌 친구예요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,4,卒業について話す,대학을 졸업하고 취업 준비를 하고 있어요.,대학을 졸업하고 취업 준비를 하고 있어요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,5,学費の話,대학 학비가 너무 비싸서 아르바이트를 해요.,대학 학비가 너무 비싸서 아르바이트를 해요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,6,同窓会の話,오랜만에 대학 동창들을 만났어요.,오랜만에 대학 동창들을 만났어요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,7,学習計画,대학에 가면 영어와 경제학을 공부하고 싶어요.,대학에 가면 영어와 경제학을 공부하고 싶어요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,8,地方の大学について語る,부모님과 떨어져서 지방 대학에 다니고 있어요.,부모님과 떨어져서 지방 대학에 다니고 있어요.,,same_as_korean,11
2,대학,大学、カレッジ,examples.tl,9,寮の話,대학 기숙사에서 생활하면 편리해요.,대학 기숙사에서 생활하면 편리해요.,,same_as_korean,11
2,대학교,大学,example_tl,,学校の紹介,저는 서울에 있는 대학교에 다니고 있어요.,저는 서울에 있는 대학교에 다니고 있어요.,,same_as_korean,10
2,대학교,大学,examples.tl,1,学校の紹介,저는 서울에 있는 대학교에 다니고 있어요.,저는 서울에 있는 대학교에 다니고 있어요.,,same_as_korean,10
2,대학교,大学,examples.tl,2,キャンパスライフ,대학교 캠퍼스가 넓고 아름다워요.,대학교 캠퍼스가 넓고 아름다워요.,,same_as_korean,10
2,대학교,大学,examples.tl,3,クラブ活動,대학교에서 다양한 동아리 활동을 할 수 있어요.,대학교에서 다양한 동아리 활동을 할 수 있어요.,,same_as_korean,10
2,대학교,大学,examples.tl,4,学校への入学許可,원하는 대학교에 합격해서 너무 기뻐요.,원하는 대학교에 합격해서 너무 기뻐요.,,same_as_korean,10
2,대학교,大学,examples.tl,5,図書館の利用,대학교 도서관에서 공부하는 것을 좋아해요.,대학교 도서관에서 공부하는 것을 좋아해요.,,same_as_korean,10
2,대학교,大学,examples.tl,6,部署の説明をする,저는 대학교에서 컴퓨터 공학을 전공해요.,저는 대학교에서 컴퓨터 공학을 전공해요.,,same_as_korean,10
2,대학교,大学,examples.tl,7,休暇の計画,대학교 방학 동안 여행을 다닐 계획이에요.,대학교 방학 동안 여행을 다닐 계획이에요.,,same_as_korean,10
2,대학교,大学,examples.tl,8,教授について話す,대학교 교수님이 수업을 매우 재미있게 가르치세요.,대학교 교수님이 수업을 매우 재미있게 가르치세요.,,same_as_korean,10
2,대학교,大学,examples.tl,9,学食,대학교 학생 식당은 밥값이 저렴해서 자주 이용해요.,대학교 학생 식당은 밥값이 저렴해서 자주 이용해요.,,same_as_korean,10
2,무엇이,何を（主題）,examples.tl,7,優先順位,지금 무엇이 더 급한지 판단해야 해요.,지금 무엇이 더 급한지 판단해야 해요.,,same_as_korean,2
2,무엇이,何を（主題）,examples.tl,8,必要,지금 무엇이 필요한지 말해 주세요.,지금 무엇이 필요한지 말해 주세요.,,same_as_korean,2
2,무역,貿易、商業,example_tl,,経済ニュース,한국은 무역으로 경제를 발전시켰어요.,한국은 무역으로 경제를 발전시켰어요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,1,経済ニュース,한국은 무역으로 경제를 발전시켰어요.,한국은 무역으로 경제를 발전시켰어요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,10,就職活動,무역 관련 자격증을 따기 위해 공부하고 있어요.,무역 관련 자격증을 따기 위해 공부하고 있어요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,2,学校,대학교에서 무역학을 전공하고 싶어요.,대학교에서 무역학을 전공하고 싶어요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,3,仕事,무역 회사에서 일하려면 외국어 실력이 중요해요.,무역 회사에서 일하려면 외국어 실력이 중요해요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,4,国際関係,두 나라 사이의 무역이 점점 늘어나고 있어요.,두 나라 사이의 무역이 점점 늘어나고 있어요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,5,輸入と輸出,한국은 전자 제품 무역이 활발해요.,한국은 전자 제품 무역이 활발해요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,6,ニュース,무역 협정을 맺기 위한 협상이 진행 중이에요.,무역 협정을 맺기 위한 협상이 진행 중이에요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,7,歴史,옛날에는 비단길을 통해 무역이 이루어졌어요.,옛날에는 비단길을 통해 무역이 이루어졌어요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,8,港,부산항은 한국의 중요한 무역 항구예요.,부산항은 한국의 중요한 무역 항구예요.,,same_as_korean,11
2,무역,貿易、商業,examples.tl,9,専攻の紹介,제 전공은 무역이라서 국제 비즈니스에 관심이 많아요.,제 전공은 무역이라서 국제 비즈니스에 관심이 많아요.,,same_as_korean,11
2,무용,ダンス（芸術）,example_tl,,アート,무용은 몸으로 표현하는 예술이에요.,무용은 몸으로 표현하는 예술이에요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,1,アート,무용은 몸으로 표현하는 예술이에요.,무용은 몸으로 표현하는 예술이에요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,10,文化イベント,축제에서 다양한 나라의 무용을 볼 수 있었어요.,축제에서 다양한 나라의 무용을 볼 수 있었어요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,2,趣味,저는 어릴 때부터 무용을 배웠어요.,저는 어릴 때부터 무용을 배웠어요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,3,パフォーマンス,이번 주말에 무용 공연을 보러 갈 거예요.,이번 주말에 무용 공연을 보러 갈 거예요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,4,メジャー,언니는 대학교에서 무용을 전공했어요.,언니는 대학교에서 무용을 전공했어요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,5,伝統文化,한국 전통 무용은 매우 아름다워요.,한국 전통 무용은 매우 아름다워요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,6,運動効果,무용은 유연성을 키우는 데 도움이 돼요.,무용은 유연성을 키우는 데 도움이 돼요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,7,競争,무용 대회에서 1등을 해서 기뻤어요.,무용 대회에서 1등을 해서 기뻤어요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,8,アカデミー,방과 후에 무용 학원을 다니고 있어요.,방과 후에 무용 학원을 다니고 있어요.,,same_as_korean,11
2,무용,ダンス（芸術）,examples.tl,9,表現,무용을 통해 감정을 표현할 수 있어요.,무용을 통해 감정을 표현할 수 있어요.,,same_as_korean,11
2,무척,非常に、非常に,example_tl,,感情,오늘 시험에 합격해서 무척 기뻐요.,오늘 시험에 합격해서 무척 기뻐요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,1,感情,오늘 시험에 합격해서 무척 기뻐요.,오늘 시험에 합격해서 무척 기뻐요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,10,第一印象,처음 한국에 왔을 때 무척 낯설었어요.,처음 한국에 왔을 때 무척 낯설었어요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,2,天気,오늘 날씨가 무척 더워요.,오늘 날씨가 무척 더워요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,3,食べ物,이 음식은 무척 맛있어서 자꾸 먹고 싶어요.,이 음식은 무척 맛있어서 자꾸 먹고 싶어요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,4,疲労,여행을 오래 했더니 무척 피곤해요.,여행을 오래 했더니 무척 피곤해요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,5,感謝の気持ち,도움을 주셔서 무척 감사해요.,도움을 주셔서 무척 감사해요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,6,心配する,시험 결과가 나오기 전까지 무척 걱정됐어요.,시험 결과가 나오기 전까지 무척 걱정됐어요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,7,興味,저는 한국 문화에 무척 관심이 많아요.,저는 한국 문화에 무척 관심이 많아요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,8,子供たち,그 아이는 노래를 무척 잘해요.,그 아이는 노래를 무척 잘해요.,,same_as_korean,11
2,무척,非常に、非常に,examples.tl,9,読書,이 책은 무척 재미있어서 하루 만에 다 읽었어요.,이 책은 무척 재미있어서 하루 만에 다 읽었어요.,,same_as_korean,11
2,문,ドア、門,example_tl,,家に入るとき,문을 열고 집 안으로 들어갔습니다.,문을 열고 집 안으로 들어갔습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,1,家に入るとき,문을 열고 집 안으로 들어갔습니다.,문을 열고 집 안으로 들어갔습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,10,夜帰宅するとき,늦게 집에 왔더니 문이 잠겨 있었습니다.,늦게 집에 왔더니 문이 잠겨 있었습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,2,ノックするとき,문을 두드리고 선생님께 허락을 받았습니다.,문을 두드리고 선생님께 허락을 받았습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,3,風が吹くと,바람이 세서 문이 저절로 닫혔습니다.,바람이 세서 문이 저절로 닫혔습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,4,ロック時,외출하기 전에 문을 꼭 잠가야 합니다.,외출하기 전에 문을 꼭 잠가야 합니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,5,修理するとき,오래된 문이 고장 나서 새로 바꿨습니다.,오래된 문이 고장 나서 새로 바꿨습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,6,学校で,수업 중에는 교실 문을 닫아 주세요.,수업 중에는 교실 문을 닫아 주세요.,,same_as_korean,11
2,문,ドア、門,examples.tl,7,公園で,공원 입구에 큰 문이 세워져 있습니다.,공원 입구에 큰 문이 세워져 있습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,8,天気が暑いとき,더워서 문을 열어 놓고 공부했습니다.,더워서 문을 열어 놓고 공부했습니다.,,same_as_korean,11
2,문,ドア、門,examples.tl,9,お客さんが来たとき,초인종 소리가 나서 문을 열었더니 친구였습니다.,초인종 소리가 나서 문을 열었더니 친구였습니다.,,same_as_korean,11
2,문구점,文具店,example_tl,,学用品を買うとき,학교 앞 문구점에서 공책과 연필을 샀습니다.,학교 앞 문구점에서 공책과 연필을 샀습니다.,,same_as_korean,11
2,문구점,文具店,examples.tl,1,学用品を買うとき,학교 앞 문구점에서 공책과 연필을 샀습니다.,학교 앞 문구점에서 공책과 연필을 샀습니다.,,same_as_korean,11
2,문구점,文具店,examples.tl,10,包装紙を買うときは,친구 선물을 포장할 종이를 문구점에서 샀습니다.,친구 선물을 포장할 종이를 문구점에서 샀습니다.,,same_as_korean,11
2,문구점,文具店,examples.tl,2,消耗品を購入するとき,미술 시간 준비물을 사러 문구점에 갔습니다.,미술 시간 준비물을 사러 문구점에 갔습니다.,,same_as_korean,11
