level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,1,哲学の講義で,가치판단은 사실 판단과 달리 객관적 검증이 어려운 규범적 주장이다.,가치판단은 사실 판단과 달리 객관적 검증이 어려운 규범적 주장이다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,10,哲学エッセイで,올바른 가치판단을 내리기 위해서는 도덕적 감수성과 논리적 사고가 함께 필요하다.,올바른 가치판단을 내리기 위해서는 도덕적 감수성과 논리적 사고가 함께 필요하다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,2,社会科学メソッドのクラスで,사회과학자는 연구에서 가치판단을 최대한 배제해야 한다는 주장이 있다.,사회과학자는 연구에서 가치판단을 최대한 배제해야 한다는 주장이 있다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,3,学術的な議論では,가치판단의 객관성 문제는 윤리학과 메타윤리학의 중심 주제이다.,가치판단의 객관성 문제는 윤리학과 메타윤리학의 중심 주제이다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,4,新聞のコラムで,언론은 사실 보도와 가치판단을 명확히 구분해야 할 책임이 있다.,언론은 사실 보도와 가치판단을 명확히 구분해야 할 책임이 있다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,5,法律の授業で,"사법 해석에서 가치판단의 개입은 피할 수 없지만, 그 범위는 제한되어야 한다.","사법 해석에서 가치판단의 개입은 피할 수 없지만, 그 범위는 제한되어야 한다.",,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,6,教育学の講義で,가치판단 능력의 함양은 비판적 사고 교육의 핵심 목표 중 하나이다.,가치판단 능력의 함양은 비판적 사고 교육의 핵심 목표 중 하나이다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,7,読書クラブで,문화적 다양성은 가치판단의 기준이 사회마다 다를 수 있음을 보여준다.,문화적 다양성은 가치판단의 기준이 사회마다 다를 수 있음을 보여준다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,8,大学院の授業で,가치판단은 사실과 규범의 경계에 위치하는 철학적으로 복잡한 개념이다.,가치판단은 사실과 규범의 경계에 위치하는 철학적으로 복잡한 개념이다.,,same_as_korean,11
5,가치판단,価値判断。自分の価値観に基づいて、何かが良い、悪い、正しい、または間違っているという評価,examples.tl,9,放送討論会で,정치적 논쟁의 많은 부분은 사실 다툼이 아니라 가치판단의 차이에서 비롯된다.,정치적 논쟁의 많은 부분은 사실 다툼이 아니라 가치판단의 차이에서 비롯된다.,,same_as_korean,11
5,감성지능,心の知能指数,example_tl,,芸術教育講座,감성지능이 높은 관람객일수록 추상미술 작품에서 더 깊은 의미를 읽어낸다.,감성지능이 높은 관람객일수록 추상미술 작품에서 더 깊은 의미를 읽어낸다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,1,芸術教育講座,감성지능이 높은 관람객일수록 추상미술 작품에서 더 깊은 의미를 읽어낸다.,감성지능이 높은 관람객일수록 추상미술 작품에서 더 깊은 의미를 읽어낸다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,10,アートセラピーカンファレンス,예술 치료사는 내담자의 감성지능을 측정하고 이를 토대로 개인 맞춤형 치료 프로그램을 설계한다.,예술 치료사는 내담자의 감성지능을 측정하고 이를 토대로 개인 맞춤형 치료 프로그램을 설계한다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,2,美術批評セミナー,현대 예술교육은 단순한 기술 습득을 넘어 감성지능을 계발하는 방향으로 전환되고 있다.,현대 예술교육은 단순한 기술 습득을 넘어 감성지능을 계발하는 방향으로 전환되고 있다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,3,文化心理学のクラス,음악 치료 분야에서는 감성지능을 향상시키기 위한 다양한 감상 프로그램이 운영된다.,음악 치료 분야에서는 감성지능을 향상시키기 위한 다양한 감상 프로그램이 운영된다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,4,クリエイティブライティングワークショップ,작가의 감성지능은 독자의 공감을 이끌어내는 서사 구조 설계에 직접적으로 영향을 미친다.,작가의 감성지능은 독자의 공감을 이끌어내는 서사 구조 설계에 직접적으로 영향을 미친다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,5,博物館学芸員によるディスカッション,전시 기획자는 관람객의 감성지능 수준을 고려하여 작품 배열과 해설 방식을 조율해야 한다.,전시 기획자는 관람객의 감성지능 수준을 고려하여 작품 배열과 해설 방식을 조율해야 한다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,6,舞台芸術批評,무용 공연에서 안무가의 감성지능은 신체 언어를 통해 복잡한 감정을 전달하는 역량으로 드러난다.,무용 공연에서 안무가의 감성지능은 신체 언어를 통해 복잡한 감정을 전달하는 역량으로 드러난다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,7,文化政策フォーラム,학교 예술 교육 강화 정책은 학생들의 감성지능을 개발하여 사회적 공감 능력을 높이는 데 목표를 둔다.,학교 예술 교육 강화 정책은 학생들의 감성지능을 개발하여 사회적 공감 능력을 높이는 데 목표를 둔다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,8,映画監督インタビュー,그는 관객의 감성지능에 호소하는 방식으로 대사 없이도 깊은 감동을 전달하는 영화를 만들었다.,그는 관객의 감성지능에 호소하는 방식으로 대사 없이도 깊은 감동을 전달하는 영화를 만들었다.,,same_as_korean,11
5,감성지능,心の知能指数,examples.tl,9,人文科学の講義,감성지능은 예술 작품을 논리적으로 분석하는 능력과 함께 비평적 사고의 두 축을 이룬다.,감성지능은 예술 작품을 논리적으로 분석하는 능력과 함께 비평적 사고의 두 축을 이룬다.,,same_as_korean,11
5,감염병,感染症,example_tl,,保健当局の説明会,보건 당국은 새로운 감염병의 확산을 막기 위해 국경 검역을 강화했다.,보건 당국은 새로운 감염병의 확산을 막기 위해 국경 검역을 강화했다.,,same_as_korean,11
5,감염병,感染症,examples.tl,1,保健当局の説明会,보건 당국은 새로운 감염병의 확산을 막기 위해 국경 검역을 강화했다.,보건 당국은 새로운 감염병의 확산을 막기 위해 국경 검역을 강화했다.,,same_as_korean,11
5,감염병,感染症,examples.tl,10,法的審査,「감염병의 예방 및 관리에 관한 법률」은 감염병 발생 시 격리 조치의 법적 근거를 제공한다.,「감염병의 예방 및 관리에 관한 법률」은 감염병 발생 시 격리 조치의 법적 근거를 제공한다.,,same_as_korean,11
5,감염병,感染症,examples.tl,2,報道,감염병 예방을 위한 손 씻기와 마스크 착용은 기본 수칙이다.,감염병 예방을 위한 손 씻기와 마스크 착용은 기본 수칙이다.,,same_as_korean,11
5,감염병,感染症,examples.tl,3,医学講座,감염병은 병원체가 숙주에 침입하여 증식함으로써 발생하는 질환이다.,감염병은 병원체가 숙주에 침입하여 증식함으로써 발생하는 질환이다.,,same_as_korean,11
5,감염병,感染症,examples.tl,4,疫学レポート,이번 감염병 유행은 접촉 경로를 신속히 추적함으로써 조기에 차단되었다.,이번 감염병 유행은 접촉 경로를 신속히 추적함으로써 조기에 차단되었다.,,same_as_korean,11
5,감염병,感染症,examples.tl,5,公衆衛生政策の議論,감염병 대유행에 대비하기 위해 국제 공조 체계를 구축하는 것이 시급하다.,감염병 대유행에 대비하기 위해 국제 공조 체계를 구축하는 것이 시급하다.,,same_as_korean,11
5,감염병,感染症,examples.tl,6,病棟回診,의료진은 감염병 환자와 접촉 시 반드시 개인 보호 장구를 착용해야 한다.,의료진은 감염병 환자와 접촉 시 반드시 개인 보호 장구를 착용해야 한다.,,same_as_korean,11
5,감염병,感染症,examples.tl,7,学術論文,기후 변화는 특정 감염병의 매개 곤충 서식 범위를 확대시켜 새로운 위협을 초래한다.,기후 변화는 특정 감염병의 매개 곤충 서식 범위를 확대시켜 새로운 위협을 초래한다.,,same_as_korean,11
5,감염병,感染症,examples.tl,8,教材,"감염병의 3대 요소는 병원체, 전파 경로, 그리고 감수성 있는 숙주이다.","감염병의 3대 요소는 병원체, 전파 경로, 그리고 감수성 있는 숙주이다.",,same_as_korean,11
5,감염병,感染症,examples.tl,9,国際協力会議,저소득 국가에서 감염병 부담이 높은 이유는 위생 시설과 의료 인프라의 부족 때문이다.,저소득 국가에서 감염병 부담이 높은 이유는 위생 시설과 의료 인프라의 부족 때문이다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,example_tl,,法的権利,개인정보보호는 디지털 시대에 가장 중요한 시민의 기본권 중 하나로 부각되고 있다.,개인정보보호는 디지털 시대에 가장 중요한 시민의 기본권 중 하나로 부각되고 있다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,1,法的権利,개인정보보호는 디지털 시대에 가장 중요한 시민의 기본권 중 하나로 부각되고 있다.,개인정보보호는 디지털 시대에 가장 중요한 시민의 기본권 중 하나로 부각되고 있다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,10,デジタル主権,개인정보보호는 디지털 시대에 자신의 데이터에 대한 주권을 행사하는 것을 의미한다.,개인정보보호는 디지털 시대에 자신의 데이터에 대한 주권을 행사하는 것을 의미한다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,2,企業の義務,기업들은 고객의 개인정보보호를 위해 강력한 보안 시스템을 구축할 의무가 있다.,기업들은 고객의 개인정보보호를 위해 강력한 보안 시스템을 구축할 의무가 있다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,3,法的規制,유럽의 GDPR은 개인정보보호를 위한 엄격한 국제 기준을 제시하고 있다.,유럽의 GDPR은 개인정보보호를 위한 엄격한 국제 기준을 제시하고 있다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,4,データ侵害,개인정보 유출 사고는 개인의 경제적·심리적 피해를 유발할 수 있다.,개인정보 유출 사고는 개인의 경제적·심리적 피해를 유발할 수 있다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,5,同意の原則,개인정보보호의 핵심은 본인의 동의 없이 개인정보를 수집·이용하지 않는 것이다.,개인정보보호의 핵심은 본인의 동의 없이 개인정보를 수집·이용하지 않는 것이다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,6,ビッグデータ活用,빅데이터 분석의 활성화와 개인정보보호 사이의 균형을 맞추는 것이 중요하다.,빅데이터 분석의 활성화와 개인정보보호 사이의 균형을 맞추는 것이 중요하다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,7,ソーシャルメディア,소셜 미디어에 게시하는 정보가 개인정보보호에 미치는 영향을 인식해야 한다.,소셜 미디어에 게시하는 정보가 개인정보보호에 미치는 영향을 인식해야 한다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,8,医療データ,의료 데이터는 가장 민감한 개인정보에 해당하므로 특별한 보호 장치가 필요하다.,의료 데이터는 가장 민감한 개인정보에 해당하므로 특별한 보호 장치가 필요하다.,,same_as_korean,11
5,개인정보보호,個人データの保護;プライバシー保護,examples.tl,9,児童保護,아동의 개인정보보호를 위한 특별 규정을 마련해야 한다는 요구가 강해지고 있다.,아동의 개인정보보호를 위한 특별 규정을 마련해야 한다는 요구가 강해지고 있다.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,example_tl,,공공 행정을 이야기할 때,좋은 거버넌스는 효율적이고 투명한 정부 운영을 의미해요.,좋은 거버넌스는 효율적이고 투명한 정부 운영을 의미해요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,1,공공 행정을 이야기할 때,좋은 거버넌스는 효율적이고 투명한 정부 운영을 의미해요.,좋은 거버넌스는 효율적이고 투명한 정부 운영을 의미해요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,10,다층적을 이야기할 때,현대 거버넌스는 다양한 주체가 협력하는 다층적 구조를 가져요.,현대 거버넌스는 다양한 주체가 협력하는 다층적 구조를 가져요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,2,기업을 이야기할 때,기업 거버넌스 강화로 투명한 경영이 이루어져요.,기업 거버넌스 강화로 투명한 경영이 이루어져요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,3,国連 야기할 때,글로벌 거버넌스는 국제 문제를 공동으로 해결하는 체계예요.,글로벌 거버넌스는 국제 문제를 공동으로 해결하는 체계예요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,4,시민 참여를 이야기할 때,거버넌스에 시민 참여를 높이는 것이 중요해요.,거버넌스에 시민 참여를 높이는 것이 중요해요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,5,부패를 이야기할 때,거버넌스 개혁으로 부패를 줄일 수 있어요.,거버넌스 개혁으로 부패를 줄일 수 있어요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,6,지방을 이야기할 때,지방 거버넌스 강화가 분권화를 촉진해요.,지방 거버넌스 강화가 분권화를 촉진해요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,7,디지털을 이야기할 때,디지털 거버넌스가 공공 서비스 효율성을 높여요.,디지털 거버넌스가 공공 서비스 효율성을 높여요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,8,위기를 이야기할 때,위기 상황에서 거버넌스 역량이 중요하게 드러나요.,위기 상황에서 거버넌스 역량이 중요하게 드러나요.,,same_as_korean,11
5,거버넌스,ガバナンス、統治システム,examples.tl,9,평가를 이야기할 때,세계은행이 각국의 거버넌스 수준을 평가해요.,세계은행이 각국의 거버넌스 수준을 평가해요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,example_tl,,사회 문제를 이야기할 때,소득에 따른 건강불평등이 심각한 사회 문제예요.,소득에 따른 건강불평등이 심각한 사회 문제예요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,1,사회 문제를 이야기할 때,소득에 따른 건강불평등이 심각한 사회 문제예요.,소득에 따른 건강불평등이 심각한 사회 문제예요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,10,연구를 이야기할 때,건강불평등 연구가 더 공정한 의료 제도 설계에 기여해요.,건강불평등 연구가 더 공정한 의료 제도 설계에 기여해요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,2,의료 접근성을 이야기할 때,저소득층이 의료 서비스에 접근하기 어려워 건강불평등이 심화돼요.,저소득층이 의료 서비스에 접근하기 어려워 건강불평등이 심화돼요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,3,지역을 이야기할 때,도시와 농촌 간 의료 인프라 차이가 건강불평등을 유발해요.,도시와 농촌 간 의료 인프라 차이가 건강불평등을 유발해요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,4,교육과 연결할 때,교육 수준이 높을수록 건강 관리 능력이 좋아요.,교육 수준이 높을수록 건강 관리 능력이 좋아요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,5,정책을 이야기할 때,건강불평등 해소를 위한 공공 의료 강화가 필요해요.,건강불평등 해소를 위한 공공 의료 강화가 필요해요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,6,코로나를 이야기할 때,팬데믹이 기존의 건강불평등을 더욱 심화시켰어요.,팬데믹이 기존의 건강불평등을 더욱 심화시켰어요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,7,글로벌을 이야기할 때,선진국과 개발도상국 간의 건강불평등이 커요.,선진국과 개발도상국 간의 건강불평등이 커요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,8,해결을 이야기할 때,건강보험 보장 범위 확대가 건강불평등 감소에 효과적이에요.,건강보험 보장 범위 확대가 건강불평등 감소에 효과적이에요.,,same_as_korean,11
5,건강불평등,健康格差、健康格差,examples.tl,9,예방을 이야기할 때,예방 중심의 의료 제도가 건강불평등을 줄여요.,예방 중심의 의료 제도가 건강불평등을 줄여요.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,example_tl,,哲学の講義で,결정론은 모든 사건이 선행하는 원인에 의해 필연적으로 결정된다고 본다.,결정론은 모든 사건이 선행하는 원인에 의해 필연적으로 결정된다고 본다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,1,哲学の講義で,결정론은 모든 사건이 선행하는 원인에 의해 필연적으로 결정된다고 본다.,결정론은 모든 사건이 선행하는 원인에 의해 필연적으로 결정된다고 본다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,10,哲学エッセイで,결정론의 수용이 반드시 도덕적 허무주의를 의미하지는 않는다.,결정론의 수용이 반드시 도덕적 허무주의를 의미하지는 않는다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,2,学術的な議論では,강한 결정론은 자유의지의 가능성 자체를 부정한다.,강한 결정론은 자유의지의 가능성 자체를 부정한다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,3,神経科学の講義で,뇌과학의 발전은 인간 행동의 결정론적 설명에 힘을 실어주고 있다.,뇌과학의 발전은 인간 행동의 결정론적 설명에 힘을 실어주고 있다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,4,学術論文では,결정론은 물리적 세계의 인과 법칙이 인간 정신에도 적용된다고 주장한다.,결정론은 물리적 세계의 인과 법칙이 인간 정신에도 적용된다고 주장한다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,5,倫理の授業で,결정론이 옳다면 도덕적 책임을 묻는 일은 무의미해진다.,결정론이 옳다면 도덕적 책임을 묻는 일은 무의미해진다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,6,読書クラブで,소프트 결정론은 결정론을 받아들이면서도 도덕적 책임을 유지하려 한다.,소프트 결정론은 결정론을 받아들이면서도 도덕적 책임을 유지하려 한다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,7,哲学セミナーで,결정론과 우연론 사이의 논쟁은 양자역학의 등장으로 새로운 국면을 맞았다.,결정론과 우연론 사이의 논쟁은 양자역학의 등장으로 새로운 국면을 맞았다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,8,大学院の授業で,역사적 결정론은 역사 발전이 법칙적으로 진행된다는 관점이다.,역사적 결정론은 역사 발전이 법칙적으로 진행된다는 관점이다.,,same_as_korean,11
5,결정론,決定主義。すべての出来事は以前の出来事と自然法則によって因果的に決定されるという教義,examples.tl,9,放送討論会で,유전적 결정론은 인간의 특성이 유전자에 의해 결정된다는 주장이다.,유전적 결정론은 인간의 특성이 유전자에 의해 결정된다는 주장이다.,,same_as_korean,11
5,경기순환,景気循環,example_tl,,経済学の講義,"경기순환은 확장기, 정점, 수축기, 저점의 네 단계로 구성된다.","경기순환은 확장기, 정점, 수축기, 저점의 네 단계로 구성된다.",,same_as_korean,11
5,경기순환,景気循環,examples.tl,1,経済学の講義,"경기순환은 확장기, 정점, 수축기, 저점의 네 단계로 구성된다.","경기순환은 확장기, 정점, 수축기, 저점의 네 단계로 구성된다.",,same_as_korean,11
5,경기순환,景気循環,examples.tl,10,経済放送,최근 경기순환 지표들이 동반 하락하면서 경기 침체 우려가 고조되고 있다.,최근 경기순환 지표들이 동반 하락하면서 경기 침체 우려가 고조되고 있다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,2,経済分析レポート,현재 경제는 경기순환상 수축 국면에 접어든 것으로 분석된다.,현재 경제는 경기순환상 수축 국면에 접어든 것으로 분석된다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,3,投資戦略会議,경기순환을 면밀히 파악해야 적절한 시점에 투자 결정을 내릴 수 있다.,경기순환을 면밀히 파악해야 적절한 시점에 투자 결정을 내릴 수 있다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,4,マクロ経済学セミナー,정부는 재정정책을 통해 경기순환의 진폭을 완화하려 한다.,정부는 재정정책을 통해 경기순환의 진폭을 완화하려 한다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,5,ニュース解説,전문가들은 이번 경기순환이 예년보다 짧고 급격할 것으로 예측하고 있다.,전문가들은 이번 경기순환이 예년보다 짧고 급격할 것으로 예측하고 있다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,6,経済学の教科書,경기순환은 자본주의 시장경제에서 불가피하게 나타나는 현상으로 여겨진다.,경기순환은 자본주의 시장경제에서 불가피하게 나타나는 현상으로 여겨진다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,7,政策論争,중앙은행의 금리 조정은 경기순환의 하강 국면을 완충하는 역할을 한다.,중앙은행의 금리 조정은 경기순환의 하강 국면을 완충하는 역할을 한다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,8,経営戦略プレゼンテーション,경기순환의 흐름을 예측하지 못한 기업들은 불황기에 큰 타격을 받았다.,경기순환의 흐름을 예측하지 못한 기업들은 불황기에 큰 타격을 받았다.,,same_as_korean,11
5,경기순환,景気循環,examples.tl,9,学術論文,케인스 학파는 경기순환의 원인을 유효수요의 변동에서 찾는다.,케인스 학파는 경기순환의 원인을 유효수요의 변동에서 찾는다.,,same_as_korean,11
